name,price,first_name,last_name,above_100
Jesus Martinez,1.74,Jesus,Martinez,False
Mark Kim,260.95,Mark,Kim,True
Kimberly Mccullough,175.71,Kimberly,Mccullough,True
Kevin Richardson,233.4,Kevin,Richardson,True
Kim Kramer,159.73,Kim,Kramer,True
Shelly Warren,224.0,Shelly,Warren,True
Keith Parker,165.29,Keith,Parker,True
Rebecca Pearson,34.09,Rebecca,Pearson,False
Thomas Turner,102.51,Thomas,Turner,True
Ernest Blake,279.77,Ernest,Blake,True
Kimberly Aguilar,254.5,Kimberly,Aguilar,True
Mr. Parker Chandler DDS,105.1,Mr.,Parker,True
Patricia Jordan,293.15,Patricia,Jordan,True
Edward Pearson,186.52,Edward,Pearson,True
Thomas Guzman,35.01,Thomas,Guzman,False
Christina Lewis,276.72,Christina,Lewis,True
Nicole Green,173.78,Nicole,Green,True
Sandra Ayers,203.86,Sandra,Ayers,True
Kimberly Gould,116.96,Kimberly,Gould,True
Cory Johnson,290.19,Cory,Johnson,True
Lisa Butler,33.23,Lisa,Butler,False
Stephanie Gomez,134.9,Stephanie,Gomez,True
Dennis Figueroa,293.51,Dennis,Figueroa,True
Michelle Spencer,296.95,Michelle,Spencer,True
Austin Zuniga,189.97,Austin,Zuniga,True
Sarah Mora,152.06,Sarah,Mora,True
Mr. David Brown,222.45,Mr.,David,True
Regina Smith,104.49,Regina,Smith,True
John Gardner,90.72,John,Gardner,False
Melissa Levy,101.51,Melissa,Levy,True
Brandon Powell,12.1,Brandon,Powell,False
Vanessa Alvarez,160.56,Vanessa,Alvarez,True
Michael Wu,26.41,Michael,Wu,False
Jenny Fox,289.2,Jenny,Fox,True
Elizabeth Cole,111.44,Elizabeth,Cole,True
Justin Holmes,279.04,Justin,Holmes,True
Steve Carey,266.79,Steve,Carey,True
Ryan Miller,240.06,Ryan,Miller,True
Alvin Blair,212.26,Alvin,Blair,True
John Pearson,106.24,John,Pearson,True
Marcus Mejia,164.11,Marcus,Mejia,True
Antonio Simon,103.9,Antonio,Simon,True
Maria Mccall,244.08,Maria,Mccall,True
Linda Robinson,33.17,Linda,Robinson,False
Emily Rodriguez,124.81,Emily,Rodriguez,True
Dr. Samantha Morrison,68.09,Dr.,Samantha,False
Johnny Clark,11.42,Johnny,Clark,False
Brandon Hanson,129.28,Brandon,Hanson,True
Dana Mcclain,127.65,Dana,Mcclain,True
Christine Ramos,94.48,Christine,Ramos,False
Lisa Holloway MD,220.89,Lisa,Holloway,True
Melissa Gibson,166.72,Melissa,Gibson,True
Michael Fernandez,200.36,Michael,Fernandez,True
Karen Woods,153.63,Karen,Woods,True
Kimberly Stone,235.99,Kimberly,Stone,True
Alexander Cook,214.58,Alexander,Cook,True
Adam Jones,66.05,Adam,Jones,False
Michelle Hale,160.33,Michelle,Hale,True
Dawn Perez,221.78,Dawn,Perez,True
Michael Smith,269.78,Michael,Smith,True
Pamela Willis,258.64,Pamela,Willis,True
Tracy Coleman,65.25,Tracy,Coleman,False
Amanda Jones,61.85,Amanda,Jones,False
Alexis Bradford,184.46,Alexis,Bradford,True
Eric Elliott,272.06,Eric,Elliott,True
Richard Tucker,2.11,Richard,Tucker,False
Elizabeth Andersen,7.89,Elizabeth,Andersen,False
Rhonda White,221.17,Rhonda,White,True
Annette Kaufman,200.0,Annette,Kaufman,True
Kenneth Brown,260.55,Kenneth,Brown,True
Joshua Brown,151.74,Joshua,Brown,True
Monique Thompson,229.17,Monique,Thompson,True
Tammy Anderson,246.66,Tammy,Anderson,True
Robert Foster,23.92,Robert,Foster,False
Destiny Lutz,93.8,Destiny,Lutz,False
Phillip White,252.43,Phillip,White,True
Jeffrey Reeves,237.86,Jeffrey,Reeves,True
Michelle Dodson,25.13,Michelle,Dodson,False
Brandy Allen,141.2,Brandy,Allen,True
Stephanie Decker,188.28,Stephanie,Decker,True
Deborah Carter,157.09,Deborah,Carter,True
Donna Lloyd,129.27,Donna,Lloyd,True
Jason Brown,179.54,Jason,Brown,True
Michelle Keller,255.21,Michelle,Keller,True
Loretta Haynes,26.4,Loretta,Haynes,False
Ryan Vaughn,174.71,Ryan,Vaughn,True
Dan Smith,33.04,Dan,Smith,False
Alex Brown,231.2,Alex,Brown,True
Ethan Lee,22.86,Ethan,Lee,False
Jose Martinez,72.8,Jose,Martinez,False
Stacey Yates,196.33,Stacey,Yates,True
Alejandra Strickland,238.52,Alejandra,Strickland,True
Paula Gregory,63.87,Paula,Gregory,False
Joseph Lozano,288.26,Joseph,Lozano,True
Mr. Dean Thomas,291.91,Mr.,Dean,True
Sue Lee,229.69,Sue,Lee,True
Anna Long,282.56,Anna,Long,True
Madison Richardson,231.6,Madison,Richardson,True
Kelly Buchanan,190.71,Kelly,Buchanan,True
Robert Brown,216.26,Robert,Brown,True
Felicia Sawyer,137.9,Felicia,Sawyer,True
Julian Edwards,150.34,Julian,Edwards,True
David Salazar,77.46,David,Salazar,False
Annette Watson,76.78,Annette,Watson,False
Joshua Williams,177.52,Joshua,Williams,True
Daniel Yoder,119.23,Daniel,Yoder,True
Daniel Nelson,98.27,Daniel,Nelson,False
Gary White,271.02,Gary,White,True
Jason Campbell,273.31,Jason,Campbell,True
Elizabeth Watson,86.42,Elizabeth,Watson,False
Kenneth Wright,182.44,Kenneth,Wright,True
Robert Perez,239.59,Robert,Perez,True
David Clark,23.03,David,Clark,False
Beverly Leon,106.11,Beverly,Leon,True
Dr. Robert Wright,50.02,Dr.,Robert,False
James Thomas,86.77,James,Thomas,False
Derrick Wells,181.42,Derrick,Wells,True
Devin Neal,86.96,Devin,Neal,False
Linda Baker,147.13,Linda,Baker,True
Amanda Ray,137.81,Amanda,Ray,True
Bruce Williams,71.3,Bruce,Williams,False
Amy Castillo,249.55,Amy,Castillo,True
Kyle Turner,161.16,Kyle,Turner,True
Steven Mason,111.88,Steven,Mason,True
Kimberly Kelly,240.42,Kimberly,Kelly,True
Melissa Ellis,98.59,Melissa,Ellis,False
Kelli Olson,237.57,Kelli,Olson,True
Mark Mcmillan,214.16,Mark,Mcmillan,True
Erin Bautista,77.62,Erin,Bautista,False
Joseph Holt,84.95,Joseph,Holt,False
Dean Foster,275.75,Dean,Foster,True
Luis Smith,232.23,Luis,Smith,True
Nicholas Hughes,119.3,Nicholas,Hughes,True
Alexis Marshall,135.46,Alexis,Marshall,True
Nathan Jones,156.53,Nathan,Jones,True
Debra Jordan,96.87,Debra,Jordan,False
Billy Rose,13.67,Billy,Rose,False
Amber Stephens,288.24,Amber,Stephens,True
Sandra Williamson DDS,58.32,Sandra,Williamson,False
Mikayla Wiggins,171.03,Mikayla,Wiggins,True
Wesley Lowery,71.52,Wesley,Lowery,False
Brandon Cruz,268.41,Brandon,Cruz,True
Tracy York,133.91,Tracy,York,True
Jessica Adams,169.22,Jessica,Adams,True
Diana Flores,140.91,Diana,Flores,True
Anthony Brooks,56.35,Anthony,Brooks,False
Joan Cruz,153.97,Joan,Cruz,True
Lauren Ray,235.53,Lauren,Ray,True
Becky Reid,222.18,Becky,Reid,True
Robert Fisher,174.67,Robert,Fisher,True
Christopher Clark,206.78,Christopher,Clark,True
Leah Palmer,82.1,Leah,Palmer,False
Erin Campbell,223.76,Erin,Campbell,True
Michael Smith,190.58,Michael,Smith,True
Carolyn Gonzalez,35.2,Carolyn,Gonzalez,False
Evan Jackson,250.48,Evan,Jackson,True
Corey Mitchell,229.27,Corey,Mitchell,True
Wesley Shaw,78.19,Wesley,Shaw,False
Angela Lopez,123.47,Angela,Lopez,True
Mariah Jones,7.59,Mariah,Jones,False
Melissa Yates,191.74,Melissa,Yates,True
Pamela Boyd,42.58,Pamela,Boyd,False
Chad Hill MD,237.39,Chad,Hill,True
Dalton Marshall,44.79,Dalton,Marshall,False
Megan Davis,185.42,Megan,Davis,True
Jay Hunt,11.94,Jay,Hunt,False
Craig Brady,114.03,Craig,Brady,True
James Cooper,162.96,James,Cooper,True
Timothy Cabrera,246.8,Timothy,Cabrera,True
Jeremy Lewis,3.09,Jeremy,Lewis,False
Justin Kemp,238.34,Justin,Kemp,True
Sean Roach,288.91,Sean,Roach,True
Jeffery Steele,116.59,Jeffery,Steele,True
Albert Sellers,70.52,Albert,Sellers,False
Jennifer Snyder,252.15,Jennifer,Snyder,True
John Scott,54.09,John,Scott,False
Gabrielle Brown DVM,125.28,Gabrielle,Brown,True
Devon Ramsey,151.37,Devon,Ramsey,True
Linda Palmer,259.97,Linda,Palmer,True
Laura Vargas,19.48,Laura,Vargas,False
Felicia Stewart,271.39,Felicia,Stewart,True
Jennifer Garza,288.04,Jennifer,Garza,True
Antonio Lewis,26.06,Antonio,Lewis,False
Andrew Nielsen,249.57,Andrew,Nielsen,True
Lindsay Carpenter,84.76,Lindsay,Carpenter,False
Chris Stewart,75.24,Chris,Stewart,False
Robert Moore,263.41,Robert,Moore,True
Timothy Ray,141.86,Timothy,Ray,True
Scott Day,198.07,Scott,Day,True
Nathaniel Armstrong,20.87,Nathaniel,Armstrong,False
Amanda Brown,212.91,Amanda,Brown,True
Larry Wilson,182.03,Larry,Wilson,True
Joshua Thompson,69.45,Joshua,Thompson,False
Kim Howell,36.96,Kim,Howell,False
Kristin Lindsey,64.39,Kristin,Lindsey,False
Erin Flowers,193.64,Erin,Flowers,True
Samuel Anderson,262.27,Samuel,Anderson,True
Jennifer Burke DDS,274.3,Jennifer,Burke,True
Kelly Douglas,34.37,Kelly,Douglas,False
Nancy Marshall,267.38,Nancy,Marshall,True
Jorge Johnson,116.17,Jorge,Johnson,True
Amy French,165.8,Amy,French,True
Virginia Chambers DDS,89.9,Virginia,Chambers,False
Mary Pollard,158.08,Mary,Pollard,True
Edward Norris,26.97,Edward,Norris,False
Deborah Bailey,234.68,Deborah,Bailey,True
Jennifer Jones,165.0,Jennifer,Jones,True
Sonya Griffith,138.62,Sonya,Griffith,True
Patrick Gallagher,104.16,Patrick,Gallagher,True
Jonathan Miller,98.38,Jonathan,Miller,False
Heather Ballard,284.58,Heather,Ballard,True
Andre Manning,194.99,Andre,Manning,True
Ashley Soto,79.24,Ashley,Soto,False
Dr. Elizabeth Clark,269.42,Dr.,Elizabeth,True
Patricia Young,130.66,Patricia,Young,True
Marisa Campbell,84.44,Marisa,Campbell,False
Timothy Davis,171.12,Timothy,Davis,True
Mitchell Ibarra,161.78,Mitchell,Ibarra,True
Chelsea Chen,36.23,Chelsea,Chen,False
Paul Taylor,69.56,Paul,Taylor,False
Henry Roach,1.96,Henry,Roach,False
Thomas Mcclain,299.13,Thomas,Mcclain,True
Dennis Williams,275.27,Dennis,Williams,True
Paul Stein,102.89,Paul,Stein,True
Susan Christensen,37.48,Susan,Christensen,False
Crystal Brown,16.57,Crystal,Brown,False
Crystal Lowe,144.5,Crystal,Lowe,True
Brian Baker,74.19,Brian,Baker,False
Molly Fischer,10.65,Molly,Fischer,False
Karen Morton,126.93,Karen,Morton,True
Mark Green,123.15,Mark,Green,True
Karen Davis,108.21,Karen,Davis,True
Joanna Figueroa,187.26,Joanna,Figueroa,True
Paula Barker,102.05,Paula,Barker,True
Adam White,23.99,Adam,White,False
Melinda Fitzpatrick,295.49,Melinda,Fitzpatrick,True
Joseph Perry,81.58,Joseph,Perry,False
Victoria Moore,228.87,Victoria,Moore,True
Heather Herman,61.06,Heather,Herman,False
Timothy Clark,146.92,Timothy,Clark,True
Nathaniel Wells,20.65,Nathaniel,Wells,False
Cindy Pitts,60.39,Cindy,Pitts,False
Travis Johnson,98.51,Travis,Johnson,False
Nichole Townsend,245.17,Nichole,Townsend,True
Jessica Allen,137.73,Jessica,Allen,True
Charles Wright,99.77,Charles,Wright,False
Laura Lopez,7.7,Laura,Lopez,False
Julie Castillo,211.54,Julie,Castillo,True
Robert Young,267.42,Robert,Young,True
Randy Bauer,54.48,Randy,Bauer,False
Joel Webb,254.01,Joel,Webb,True
Christopher Bright,229.06,Christopher,Bright,True
Maria Reyes,245.77,Maria,Reyes,True
Christopher Larson,255.9,Christopher,Larson,True
Evan Richardson,199.78,Evan,Richardson,True
Brittany Salinas,106.0,Brittany,Salinas,True
Theodore Schultz,66.4,Theodore,Schultz,False
Allen Hall,248.78,Allen,Hall,True
Mark Bailey,146.2,Mark,Bailey,True
Ashley Barton,184.84,Ashley,Barton,True
Melissa Reid,165.0,Melissa,Reid,True
Kevin Frazier,188.93,Kevin,Frazier,True
Jacqueline Russell,182.95,Jacqueline,Russell,True
Jeremy Davidson,238.47,Jeremy,Davidson,True
Vincent Taylor,19.99,Vincent,Taylor,False
Daniel Alexander,257.7,Daniel,Alexander,True
Katherine Brooks,16.25,Katherine,Brooks,False
Donna Malone,263.62,Donna,Malone,True
Sarah Carlson,155.11,Sarah,Carlson,True
Stephen Stafford,86.76,Stephen,Stafford,False
Molly Grant,114.85,Molly,Grant,True
Vanessa Chase,7.77,Vanessa,Chase,False
Katrina Miller,247.27,Katrina,Miller,True
Karen Hancock,282.62,Karen,Hancock,True
Raymond Brooks,204.87,Raymond,Brooks,True
Amanda Reynolds,90.22,Amanda,Reynolds,False
Sandra Marquez,138.17,Sandra,Marquez,True
Eric Gregory,24.93,Eric,Gregory,False
Mary Allen,255.25,Mary,Allen,True
Michael Santos,193.5,Michael,Santos,True
Ronnie Ali,229.62,Ronnie,Ali,True
Mr. Jeff Wilson,114.68,Mr.,Jeff,True
John Richardson,207.2,John,Richardson,True
Reginald Barnes,46.88,Reginald,Barnes,False
Joseph Beasley,298.37,Joseph,Beasley,True
Kyle Brown,106.88,Kyle,Brown,True
Ruth Ballard,299.95,Ruth,Ballard,True
Michael Bradley,203.92,Michael,Bradley,True
Derek Sandoval,143.1,Derek,Sandoval,True
Kayla Brown,123.11,Kayla,Brown,True
Rodney Harrison,118.42,Rodney,Harrison,True
Whitney Sims,284.59,Whitney,Sims,True
Carly Wagner,212.84,Carly,Wagner,True
Brett House,193.72,Brett,House,True
Robert Weaver,109.63,Robert,Weaver,True
Steve Gonzalez,146.19,Steve,Gonzalez,True
David Fisher,290.18,David,Fisher,True
Leonard King,24.09,Leonard,King,False
Beth Martinez,23.53,Beth,Martinez,False
Elizabeth Lewis,173.61,Elizabeth,Lewis,True
Nicole Small,159.86,Nicole,Small,True
Anthony Cline,250.29,Anthony,Cline,True
Spencer Ware,159.52,Spencer,Ware,True
Willie Erickson,116.34,Willie,Erickson,True
Brent Moore,155.64,Brent,Moore,True
Maria Hunt,285.75,Maria,Hunt,True
Robert Howard,174.47,Robert,Howard,True
Katherine Smith,96.92,Katherine,Smith,False
Mrs. Andrea Meza,143.0,Mrs.,Andrea,True
Nathan Crane,83.57,Nathan,Crane,False
Dr. Douglas Delgado DDS,85.52,Dr.,Douglas,False
Mariah Garrison,192.77,Mariah,Garrison,True
Dennis Perez,138.22,Dennis,Perez,True
Veronica Berry,248.8,Veronica,Berry,True
Kristine Holland,248.55,Kristine,Holland,True
Daniel Nguyen,282.21,Daniel,Nguyen,True
Kelly Gregory,159.75,Kelly,Gregory,True
Shawn Brown,181.38,Shawn,Brown,True
Danielle George,274.24,Danielle,George,True
Tiffany Brown,276.2,Tiffany,Brown,True
Alice Freeman,137.16,Alice,Freeman,True
Daniel Brown,112.76,Daniel,Brown,True
Jessica Hopkins,122.35,Jessica,Hopkins,True
April Bryant,266.67,April,Bryant,True
Christopher Miller,158.24,Christopher,Miller,True
Duane Smith,195.33,Duane,Smith,True
Madeline Sandoval,121.17,Madeline,Sandoval,True
Dr. Victoria Kirk,3.67,Dr.,Victoria,False
Paul Davis,252.5,Paul,Davis,True
Robert Dickerson,11.99,Robert,Dickerson,False
Kevin Lambert Jr.,4.53,Kevin,Lambert,False
Sheila Morton,170.34,Sheila,Morton,True
Leonard Martinez,93.22,Leonard,Martinez,False
Melanie Dennis,209.67,Melanie,Dennis,True
Melissa Cline,107.48,Melissa,Cline,True
Timothy Williams,258.01,Timothy,Williams,True
Kimberly Anderson,87.98,Kimberly,Anderson,False
Sarah Simmons,244.28,Sarah,Simmons,True
Michael Bryan,233.28,Michael,Bryan,True
Peter Lopez DVM,140.04,Peter,Lopez,True
Philip Oliver,21.3,Philip,Oliver,False
Sara Hodges,277.35,Sara,Hodges,True
Richard Hicks,73.37,Richard,Hicks,False
Michael Brown,37.87,Michael,Brown,False
Destiny Roy,223.48,Destiny,Roy,True
Kimberly Baker,80.46,Kimberly,Baker,False
Jamie Higgins,69.03,Jamie,Higgins,False
Preston Ferguson III,221.42,Preston,Ferguson,True
Rachel Montgomery,29.09,Rachel,Montgomery,False
Rebecca Walls,215.27,Rebecca,Walls,True
Mr. Matthew Collins,238.67,Mr.,Matthew,True
Thomas Forbes,72.71,Thomas,Forbes,False
Caitlin Shelton,220.33,Caitlin,Shelton,True
Robert Stephens,3.61,Robert,Stephens,False
Jennifer Lin,192.96,Jennifer,Lin,True
Diana Carney,97.78,Diana,Carney,False
Kevin Mayo,51.8,Kevin,Mayo,False
Nicholas West,16.2,Nicholas,West,False
Mitchell Kelley,13.08,Mitchell,Kelley,False
Andre Boyd,253.52,Andre,Boyd,True
James Knight,22.57,James,Knight,False
Andrew Lee,70.51,Andrew,Lee,False
David Clay MD,236.98,David,Clay,True
Craig Mitchell,166.29,Craig,Mitchell,True
Jennifer Evans,2.98,Jennifer,Evans,False
Scott Schroeder,236.2,Scott,Schroeder,True
Kathleen Gallagher DVM,291.68,Kathleen,Gallagher,True
Benjamin Davis,51.12,Benjamin,Davis,False
Luis Mathis,299.19,Luis,Mathis,True
Rachel Thomas,161.33,Rachel,Thomas,True
Erin Henry,11.74,Erin,Henry,False
Daniel Chen,254.17,Daniel,Chen,True
Katie Parker,13.95,Katie,Parker,False
Melissa Robinson,205.88,Melissa,Robinson,True
Samuel Dalton,14.08,Samuel,Dalton,False
Nicole Jones,51.59,Nicole,Jones,False
James Baker,170.93,James,Baker,True
Amanda Hopkins,200.64,Amanda,Hopkins,True
Eric Rodriguez,103.94,Eric,Rodriguez,True
Rebecca Gallagher MD,221.54,Rebecca,Gallagher,True
Paul Daniels,232.55,Paul,Daniels,True
Stephanie Green,2.66,Stephanie,Green,False
Beth Stone,35.24,Beth,Stone,False
Paul King,188.57,Paul,King,True
Lauren Kelly,13.0,Lauren,Kelly,False
Laura Pierce,16.16,Laura,Pierce,False
Heather Bennett,255.17,Heather,Bennett,True
Joshua King,107.36,Joshua,King,True
Jasmine Flores,289.77,Jasmine,Flores,True
Sarah Chandler,55.24,Sarah,Chandler,False
Denise Miller,158.86,Denise,Miller,True
Randy Moyer,125.97,Randy,Moyer,True
Megan Perry,287.09,Megan,Perry,True
David Weber,140.94,David,Weber,True
Michael Hoffman,145.27,Michael,Hoffman,True
Amy Townsend,217.59,Amy,Townsend,True
Martin Larson,171.94,Martin,Larson,True
Savannah Hampton,245.22,Savannah,Hampton,True
Amanda Chavez,4.07,Amanda,Chavez,False
Tina Campos,292.1,Tina,Campos,True
Crystal Blake,227.63,Crystal,Blake,True
Beth Morales,229.98,Beth,Morales,True
Mark Johnson,177.55,Mark,Johnson,True
Emily Kramer,249.96,Emily,Kramer,True
Scott Jackson,200.65,Scott,Jackson,True
Kayla Stanley,39.12,Kayla,Stanley,False
Heather Combs,75.68,Heather,Combs,False
Samantha Watson,209.24,Samantha,Watson,True
John Taylor,162.38,John,Taylor,True
Kristen Waller,203.3,Kristen,Waller,True
Robert Chang,59.65,Robert,Chang,False
Elizabeth Berry,48.19,Elizabeth,Berry,False
Leslie Estes,160.48,Leslie,Estes,True
Joseph Wilson,265.84,Joseph,Wilson,True
Austin Ramirez,212.7,Austin,Ramirez,True
Amanda Evans,148.03,Amanda,Evans,True
Stephanie Martinez,167.5,Stephanie,Martinez,True
Trevor Valenzuela,233.38,Trevor,Valenzuela,True
Jaime Perez,142.84,Jaime,Perez,True
Randy Stone,126.81,Randy,Stone,True
Elizabeth Delgado,287.06,Elizabeth,Delgado,True
Anthony Scott,103.29,Anthony,Scott,True
Cody Johnson,170.06,Cody,Johnson,True
Bryan Hall,260.91,Bryan,Hall,True
Sergio Day,276.64,Sergio,Day,True
Nicole Wiggins,65.96,Nicole,Wiggins,False
Kathleen Turner,262.1,Kathleen,Turner,True
Joshua Holland,299.52,Joshua,Holland,True
Jessica Miller,124.42,Jessica,Miller,True
Alex Moore,142.42,Alex,Moore,True
Julie Boyd,39.19,Julie,Boyd,False
Tara Barnes,128.89,Tara,Barnes,True
Heather Brown,186.71,Heather,Brown,True
Michelle Gutierrez PhD,46.67,Michelle,Gutierrez,False
Tiffany Brown,45.12,Tiffany,Brown,False
Alicia Todd,205.87,Alicia,Todd,True
Annette Morris,17.25,Annette,Morris,False
Lindsey Hines,117.81,Lindsey,Hines,True
Logan Watkins,52.17,Logan,Watkins,False
John Harmon,154.81,John,Harmon,True
Alexis Williams,223.5,Alexis,Williams,True
Andrea Oliver,115.64,Andrea,Oliver,True
Darrell Smith,57.01,Darrell,Smith,False
Patrick Hendrix,9.99,Patrick,Hendrix,False
Matthew Bruce,257.37,Matthew,Bruce,True
Steven Ortiz,227.27,Steven,Ortiz,True
Jimmy Navarro,164.96,Jimmy,Navarro,True
Anthony Friedman,17.75,Anthony,Friedman,False
Michael Barrett,39.21,Michael,Barrett,False
Catherine Taylor,55.5,Catherine,Taylor,False
John Ross,226.07,John,Ross,True
Michael Austin,67.82,Michael,Austin,False
Troy Warren,111.34,Troy,Warren,True
Alicia Ruiz,164.6,Alicia,Ruiz,True
Dana Santos,295.99,Dana,Santos,True
Christian Porter,145.42,Christian,Porter,True
Emily Ramos,63.75,Emily,Ramos,False
Lisa Marquez,227.08,Lisa,Marquez,True
Sergio Hughes,240.31,Sergio,Hughes,True
Angela Fischer,44.62,Angela,Fischer,False
Lance Weaver,23.27,Lance,Weaver,False
Dawn Ward,201.13,Dawn,Ward,True
Norman Simpson,219.38,Norman,Simpson,True
Suzanne Haas,268.84,Suzanne,Haas,True
Lisa Craig,32.2,Lisa,Craig,False
Joseph Summers,234.4,Joseph,Summers,True
Carl Decker,29.47,Carl,Decker,False
Sandra Pollard,206.48,Sandra,Pollard,True
Cameron Nielsen,160.92,Cameron,Nielsen,True
Frank Jones,95.72,Frank,Jones,False
James Jordan,298.59,James,Jordan,True
Destiny Rojas,89.68,Destiny,Rojas,False
Lisa Clark,273.51,Lisa,Clark,True
Lori Valdez,111.55,Lori,Valdez,True
Danny Lewis,224.4,Danny,Lewis,True
Jennifer Martin,87.65,Jennifer,Martin,False
Richard Bauer,164.22,Richard,Bauer,True
Alicia Ferrell,169.3,Alicia,Ferrell,True
Grant Hall,0.56,Grant,Hall,False
Elizabeth Hill,237.9,Elizabeth,Hill,True
Jacqueline Brown,267.51,Jacqueline,Brown,True
Tiffany Barron,185.26,Tiffany,Barron,True
Arthur Chandler,226.6,Arthur,Chandler,True
Mark Bowman,180.11,Mark,Bowman,True
Dr. Shannon Jackson,131.23,Dr.,Shannon,True
Kelly Johnson,124.16,Kelly,Johnson,True
Brian Contreras,60.52,Brian,Contreras,False
John Dixon,183.46,John,Dixon,True
Tamara Wilson,5.01,Tamara,Wilson,False
Christina Bishop,197.77,Christina,Bishop,True
Jennifer Smith,169.76,Jennifer,Smith,True
Denise Clark,270.08,Denise,Clark,True
Ms. Angela Peterson MD,194.59,Ms.,Angela,True
Amy Mills,132.67,Amy,Mills,True
Stephanie Spears,128.79,Stephanie,Spears,True
Alexandra Lawrence,112.39,Alexandra,Lawrence,True
Joe Powell,18.98,Joe,Powell,False
Matthew Diaz,124.61,Matthew,Diaz,True
Joshua Sanchez,147.13,Joshua,Sanchez,True
Joseph Herring,262.37,Joseph,Herring,True
Billy Riley,141.19,Billy,Riley,True
Cheryl Crosby,128.7,Cheryl,Crosby,True
Jeanne Brown,79.07,Jeanne,Brown,False
Rebecca Clarke,174.54,Rebecca,Clarke,True
Ronald Hudson,240.17,Ronald,Hudson,True
Derek Wolf,137.0,Derek,Wolf,True
Jennifer Lee,168.41,Jennifer,Lee,True
Dr. Courtney Copeland DVM,205.99,Dr.,Courtney,True
Kevin Boyd,276.04,Kevin,Boyd,True
Christopher Harrell,47.55,Christopher,Harrell,False
Terri Schultz,95.13,Terri,Schultz,False
Jonathan Brooks,113.4,Jonathan,Brooks,True
Gregory Yoder,66.73,Gregory,Yoder,False
Tammy Welch,243.68,Tammy,Welch,True
Jennifer Doyle,125.08,Jennifer,Doyle,True
Michelle Moore,139.85,Michelle,Moore,True
Mr. Matthew Bennett,31.24,Mr.,Matthew,False
Valerie Bishop,141.05,Valerie,Bishop,True
Olivia Moore,182.77,Olivia,Moore,True
Rachel Lynch,11.17,Rachel,Lynch,False
Victoria Carroll,100.4,Victoria,Carroll,True
Richard Duffy,192.83,Richard,Duffy,True
Harold Rowe,4.97,Harold,Rowe,False
Jasmine Bailey,240.2,Jasmine,Bailey,True
Victoria Goodman,157.21,Victoria,Goodman,True
Christopher Frost,51.77,Christopher,Frost,False
Michael Larsen,119.93,Michael,Larsen,True
Robert Coffey,100.31,Robert,Coffey,True
Carolyn Harmon,132.25,Carolyn,Harmon,True
Jared Garrison,176.72,Jared,Garrison,True
Susan Burton,71.54,Susan,Burton,False
Bryan Patton,6.52,Bryan,Patton,False
Mr. Kyle Burns,47.95,Mr.,Kyle,False
Jeremy Davis,196.88,Jeremy,Davis,True
Kevin Bryant,119.27,Kevin,Bryant,True
James Harrington,153.66,James,Harrington,True
Christina Weaver,158.48,Christina,Weaver,True
Robert Kennedy,169.29,Robert,Kennedy,True
Richard Jarvis,114.69,Richard,Jarvis,True
Aaron Ford,266.57,Aaron,Ford,True
Donna Franklin,212.01,Donna,Franklin,True
Angela Martinez,97.14,Angela,Martinez,False
Michael Anderson,56.31,Michael,Anderson,False
Charles Stevens,146.53,Charles,Stevens,True
Dr. Christopher Harrell,176.64,Dr.,Christopher,True
Melanie Francis,148.62,Melanie,Francis,True
Kevin Johnson,57.08,Kevin,Johnson,False
Annette Johnston,286.44,Annette,Johnston,True
Laura Jones,251.83,Laura,Jones,True
Brianna Parks,105.67,Brianna,Parks,True
Mario Henderson,289.32,Mario,Henderson,True
Rachel Garcia,18.34,Rachel,Garcia,False
Taylor Evans,152.08,Taylor,Evans,True
Denise Olson,263.86,Denise,Olson,True
Jenna Odom,54.34,Jenna,Odom,False
Jennifer Parker,114.31,Jennifer,Parker,True
Melissa Haynes,249.41,Melissa,Haynes,True
Dr. Terry Martinez,135.28,Dr.,Terry,True
Daniel Mitchell,273.17,Daniel,Mitchell,True
Steven Williams MD,89.41,Steven,Williams,False
Nicholas White,234.42,Nicholas,White,True
Robert Le,143.36,Robert,Le,True
William Daniels,2.75,William,Daniels,False
Anthony Hoffman,205.89,Anthony,Hoffman,True
Jessica Smith,140.8,Jessica,Smith,True
Charles Martinez,53.46,Charles,Martinez,False
Michael Harrison,264.91,Michael,Harrison,True
Cynthia Oconnor,134.1,Cynthia,Oconnor,True
Wesley Williams,210.55,Wesley,Williams,True
Keith Wheeler,64.58,Keith,Wheeler,False
Anna Lopez,299.15,Anna,Lopez,True
Megan Montoya,77.74,Megan,Montoya,False
Alice Wallace,258.11,Alice,Wallace,True
David Barry,293.06,David,Barry,True
Crystal Anderson,85.68,Crystal,Anderson,False
Charles Walters,136.33,Charles,Walters,True
Amy Hall,165.78,Amy,Hall,True
Daniel Allison,202.92,Daniel,Allison,True
Monica Rogers,115.61,Monica,Rogers,True
Lisa Brennan,244.69,Lisa,Brennan,True
Hector Adams,258.3,Hector,Adams,True
Samantha George,177.66,Samantha,George,True
Peter Sanders,248.57,Peter,Sanders,True
Yvonne Coleman,299.99,Yvonne,Coleman,True
Charles Miller,37.89,Charles,Miller,False
Mathew Harmon,5.48,Mathew,Harmon,False
Heather Collins,18.94,Heather,Collins,False
Anne Mccullough,38.49,Anne,Mccullough,False
Terry Moore,251.99,Terry,Moore,True
